Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Pointer Shoot;2021-11-10 14:59:21.5909;39773;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.5986;184048.312364;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;507.266;122.734;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.06773625;-0.05315694;0.9962862;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:59:21.5968;39773;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184048.3143;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;507.266;122.734;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;0.4179;5.0000;0501;0384;5;1;0.4444;0.0000;0.1784;1.1723;0.3059;3.0471;356.1105;31.0142;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0237;1.6973;-0.0383;358.5687;355.3891;6.8279;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3391;0.0194;5.7654;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;1.5982;-0.06773625;-0.05315694;0.9962862;0.0094;0.0063;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:59:21.6018;39773;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184048.321514;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;507.266;122.734;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4309;5.0000;0402;0384;4;2;0.3333;0.1111;0.1784;1.1723;0.3059;3.0471;356.1105;31.0142;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0237;1.6973;-0.0383;358.5687;355.3891;6.8279;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3391;0.0194;5.7654;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;5.0000;-0.06773625;-0.05315694;0.9962862;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:59:21.6048;39773;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184048.325641;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;507.266;122.734;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;0.4179;5.0000;0501;0384;5;1;0.4444;0.0000;0.1784;1.1723;0.3059;3.0471;356.1105;31.0142;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0237;1.6973;-0.0383;358.5687;355.3891;6.8279;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3391;0.0194;5.7654;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;5.0000;-0.06773625;-0.05315694;0.9962862;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:59:21.6078;39773;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184048.328651;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;507.266;122.734;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;0.3351;5.0000;0108;0385;1;8;0.0000;0.7778;0.1784;1.1723;0.3059;3.0471;356.1105;31.0142;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0237;1.6973;-0.0383;358.5687;355.3891;6.8279;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3391;0.0194;5.7654;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;NULL;-0.06773625;-0.05315694;0.9962862;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:59:21.6107;39773;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184048.332082;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;507.266;122.734;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;2.9188;5.5985;-2.2304;1.0688;5.0485;0.3921;5.0000;0208;0385;2;8;0.1111;0.7778;0.1784;1.1723;0.3059;3.0471;356.1105;31.0142;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0237;1.6973;-0.0383;358.5687;355.3891;6.8279;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3391;0.0194;5.7654;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;NULL;-0.06773625;-0.05315694;0.9962862;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:59:22.6509;39809;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.0611;184049.373251;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;508.3267;121.6733;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.7688829;0.5159889;0.3775904;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Missed;2021-11-10 14:59:22.6539;39809;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184049.374856;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;508.3267;121.6733;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.1727;1.5292;0.2023;328.9364;296.1552;58.5977;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0165;1.7044;-0.0469;352.6686;350.5483;3.2505;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6322;2.9042;5.2292;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;NULL;-0.7688829;0.5159889;0.3775904;NULL;NULL;-2.6322;2.9042;5.4292;0.3037;0.0146
Pointer Shoot;2021-11-10 14:59:23.3030;39829;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6509;184050.024272;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;508.9839;121.0161;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.7617515;0.5611567;0.3237863;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Missed;2021-11-10 14:59:23.3060;39829;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184050.026506;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;508.9839;121.0161;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.1690;1.5371;0.1967;325.8642;293.0282;59.3105;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0140;1.7077;-0.0394;352.4186;349.8407;3.1040;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6088;2.9555;5.2382;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;NULL;-0.7617515;0.5611567;0.3237863;NULL;NULL;-2.6088;2.9555;5.4382;0.3181;0.0366
Pointer Shoot;2021-11-10 14:59:24.0923;39857;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7889;184050.814439;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;509.7668;120.2332;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.7884298;0.547298;0.2807905;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:59:24.0973;39857;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184050.816719;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;509.7668;120.2332;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;0.3351;5.0000;0108;0385;1;8;0.0000;0.7778;-0.1856;1.5320;0.1865;326.8181;289.6028;57.7756;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0214;1.7051;-0.0433;352.7603;348.9966;4.1484;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6138;2.8800;5.0431;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;2.5009;-0.7884298;0.547298;0.2807905;0.0837;-0.0388;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:59:24.1012;39857;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184050.822632;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;509.7668;120.2332;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;2.9188;5.5985;-2.2304;1.0688;5.0485;0.3921;5.0000;0208;0385;2;8;0.1111;0.7778;-0.1856;1.5320;0.1865;326.8181;289.6028;57.7756;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0214;1.7051;-0.0433;352.7603;348.9966;4.1484;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6138;2.8800;5.0431;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;5.0000;-0.7884298;0.547298;0.2807905;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:59:24.1052;39857;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184050.825742;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;509.7668;120.2332;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;0.3351;5.0000;0108;0385;1;8;0.0000;0.7778;-0.1856;1.5320;0.1865;326.8181;289.6028;57.7756;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0214;1.7051;-0.0433;352.7603;348.9966;4.1484;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6138;2.8800;5.0431;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;5.0000;-0.7884298;0.547298;0.2807905;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:59:24.1079;39857;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184050.829166;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;509.7668;120.2332;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.3897;5.0000;0408;0386;4;8;0.3333;0.7778;-0.1856;1.5320;0.1865;326.8181;289.6028;57.7756;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0214;1.7051;-0.0433;352.7603;348.9966;4.1484;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6138;2.8800;5.0431;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;NULL;-0.7884298;0.547298;0.2807905;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:59:24.1109;39857;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184050.831778;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;509.7668;120.2332;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;1.6320;5.3060;-2.6967;-0.2180;4.7560;0.2861;5.0000;0105;0386;1;5;0.0000;0.4444;-0.1856;1.5320;0.1865;326.8181;289.6028;57.7756;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0214;1.7051;-0.0433;352.7603;348.9966;4.1484;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6138;2.8800;5.0431;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;NULL;-0.7884298;0.547298;0.2807905;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:59:25.0723;39890;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9795;184051.793629;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;510.7486;119.2514;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.178456;0.6286005;0.7569775;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Missed;2021-11-10 14:59:25.0753;39890;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184051.796;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;510.7486;119.2514;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.1221;1.5174;0.3227;321.0530;346.7348;34.7332;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0170;1.7058;-0.0451;352.9846;354.2469;4.9944;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.8231;3.0509;6.1808;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;NULL;-0.178456;0.6286005;0.7569775;NULL;NULL;-0.8231;3.0509;6.3808;0.2607;0.1321
Pointer Shoot;2021-11-10 14:59:25.5011;39904;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4301;184052.223166;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;511.1768;118.8232;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.2664446;0.598354;0.7556321;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:59:25.5041;39904;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184052.22495;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;511.1768;118.8232;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.4165;5.0000;0408;0386;4;8;0.3333;0.7778;0.0918;1.4962;0.3177;323.2479;340.5768;35.4188;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0199;1.7037;-0.0491;353.3572;355.2241;4.8715;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0115;2.8105;6.0637;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;1.4099;-0.2664446;0.598354;0.7556321;0.0186;-0.1083;NULL;NULL;NULL;NULL;NULL
